;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;3076;DANNY Lama lichida remover 30ml;Solutii pregatitoare;115;DANNY lamă lichidă remover este o soluție profesională pentru îndepărtarea delicată a cuticulelor și a pielii îngroșate. Formula sa acționează rapid, facilitând o curățare precisă și un aspect îngrijit al unghiilor. ;DANNY
;T1836;DANNY Lego Glitter Gel  №1;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1837;DANNY Lego Glitter Gel  №2;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1838;DANNY Lego Glitter Gel  №3;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1839;DANNY Lego Glitter Gel  №4;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1840;DANNY Lego Glitter Gel  №5;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1841;DANNY Lego Glitter Gel  №6;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1842;DANNY Lego Glitter Gel  №7;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1843;DANNY Lego Glitter Gel  №8;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T1844;DANNY Lego Glitter Gel  №9;Gel Lac;100;Gel dens, pastos, ideal pentru design-uri detaliate, inclusiv stilul coreean. Nu curge și păstrează volumul și textura, putând fi folosit pentru acoperire parțială sau totală a unghiei, fără a fi nevoie de top coat suplimentar.;DANNY
;T0558;DANNY Light Black Gel Polish 12 ml;Gel Lac;120;Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.;DANNY
;T1070;DANNY Light Gel 15 ml №012;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;2991;DANNY Light Gel 15 ml №013;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1071;DANNY Light Gel 15 ml №014;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1072;DANNY Light Gel 15 ml №015;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1073;DANNY Light Gel 15 ml №016;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3123;DANNY Light Gel 15 ml №019;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1074;DANNY Light Gel 15 ml №023;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3124;DANNY Light Gel 15 ml №025;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1075;DANNY Light Gel 15 ml №028;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3125;DANNY Light Gel 15 ml №029;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1076;DANNY Light Gel 15 ml №032;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3126;DANNY Light Gel 15 ml №033;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3127;DANNY Light Gel 15 ml №034;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3128;DANNY Light Gel 15 ml №035;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3129;DANNY Light Gel 15 ml №037;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3130;DANNY Light Gel 15 ml №039;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1077;DANNY Light Gel 15 ml №040;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1078;DANNY Light Gel 15 ml №041;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1079;DANNY Light Gel 15 ml №042;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1080;DANNY Light Gel 15 ml №043;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3198;DANNY Light Gel 15 ml №044;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3131;DANNY Light Gel 15 ml №045;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1081;DANNY Light Gel 15 ml №046;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1082;DANNY Light Gel 15 ml №047;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3132;DANNY Light Gel 15 ml №048;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3050;DANNY Light Gel 15 ml №049;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1083;DANNY Light Gel 15 ml №050;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;3051;DANNY Light Gel 15 ml №051;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;2992;DANNY Light Gel 15 ml №052;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;2993;DANNY Light Gel 15 ml №054;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
;T1084;DANNY Light Gel 15 ml №055;Alungire;170;"Gel de construcție puțin mai lichid de cît un gel builder, ideal pentru întărirea și uniformizarea unghiilor. După polimerizare devine dur, potrivit pentru unghii scurte și medii; pentru unghii lungi sau ascuțite se recomandă aplicarea în mai multe straturi sau folosirea unui gel mai dur, precum Builder Gel.";DANNY
